Emp ID,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Role
133,26-35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2659,Upto 5k,1,Yes,13,3,1,3,2,3,3,2,0,2,Research & Development_Laboratory Technician
134,26-35,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,4364,Upto 5k,3,No,14,3,1,5,2,3,2,2,2,0,Research & Development_Laboratory Technician
135,26-35,Yes,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,2,Sales Executive,1,Single,5326,5k-10k,6,No,17,3,0,6,2,2,4,3,1,2,Sales_Sales Executive
136,26-35,Yes,Travel_Frequently,Research & Development,5,2,Medical,3,Female,2,1,Research Scientist,3,Married,2366,Upto 5k,1,Yes,14,3,1,8,2,3,8,7,1,7,Research & Development_Research Scientist
137,26-35,No,Travel_Frequently,Sales,1,3,Medical,3,Male,2,2,Sales Executive,1,Single,4294,Upto 5k,1,No,12,3,0,7,2,3,7,7,0,7,Sales_Sales Executive
138,26-35,No,Travel_Rarely,Research & Development,2,2,Medical,4,Male,4,2,Manufacturing Director,4,Married,5472,5k-10k,1,No,12,3,0,8,2,3,8,7,1,3,Research & Development_Manufacturing Director
139,26-35,Yes,Non-Travel,Sales,29,2,Medical,2,Male,1,2,Sales Executive,1,Single,4969,Upto 5k,8,No,18,3,0,7,6,3,2,2,2,2,Sales_Sales Executive
140,26-35,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2042,Upto 5k,6,Yes,14,3,1,6,2,3,3,2,1,2,Research & Development_Research Scientist
141,26-35,No,Travel_Frequently,Research & Development,1,1,Medical,1,Female,2,1,Research Scientist,3,Divorced,2007,Upto 5k,1,No,13,3,2,5,5,3,5,3,1,3,Research & Development_Research Scientist
142,26-35,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,1,Laboratory Technician,1,Married,3955,Upto 5k,1,No,16,3,2,6,2,3,5,3,1,3,Research & Development_Laboratory Technician
143,26-35,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,2377,Upto 5k,1,No,20,4,1,1,0,2,1,1,0,0,Research & Development_Laboratory Technician
144,26-35,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,4420,Upto 5k,1,No,22,4,1,8,2,3,8,7,0,7,Research & Development_Laboratory Technician
145,26-35,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,Upto 5k,1,Yes,20,4,0,8,2,2,8,5,2,2,Research & Development_Research Scientist
146,26-35,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,2,1,Research Scientist,4,Single,3904,Upto 5k,0,No,12,3,0,5,2,3,4,3,1,1,Research & Development_Research Scientist
147,26-35,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,4,1,Laboratory Technician,1,Single,3578,Upto 5k,0,No,12,3,0,8,2,3,7,7,0,7,Research & Development_Laboratory Technician
148,26-35,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,3,1,Research Scientist,4,Married,2061,Upto 5k,1,No,21,4,0,1,5,3,1,0,0,0,Research & Development_Research Scientist
149,26-35,No,Non-Travel,Research & Development,7,3,Medical,4,Male,3,1,Laboratory Technician,4,Single,2570,Upto 5k,1,No,20,4,0,7,5,3,7,7,5,7,Research & Development_Laboratory Technician
150,26-35,No,Travel_Rarely,Research & Development,17,4,Medical,4,Male,1,1,Laboratory Technician,3,Married,2305,Upto 5k,1,No,15,3,3,3,3,4,3,2,0,2,Research & Development_Laboratory Technician
151,26-35,Yes,Travel_Rarely,Human Resources,20,2,Medical,4,Female,3,1,Human Resources,2,Married,2148,Upto 5k,0,Yes,11,3,0,6,3,3,5,1,1,4,Human Resources_Human Resources
152,26-35,No,Travel_Rarely,Sales,10,3,Medical,3,Male,3,2,Sales Executive,4,Single,4684,Upto 5k,1,No,13,3,0,5,4,3,5,3,1,2,Sales_Sales Executive
153,26-35,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Research Scientist,3,Married,2933,Upto 5k,1,Yes,13,3,1,1,3,2,1,0,1,0,Research & Development_Research Scientist
154,26-35,No,Travel_Frequently,Research & Development,6,3,Other,3,Male,4,1,Laboratory Technician,4,Married,2544,Upto 5k,0,No,18,3,1,8,3,3,7,7,7,7,Research & Development_Laboratory Technician
155,26-35,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,3,1,Laboratory Technician,1,Single,2867,Upto 5k,0,No,13,3,0,8,6,2,7,7,7,6,Research & Development_Laboratory Technician
156,26-35,No,Travel_Rarely,Sales,5,3,Other,4,Female,2,1,Sales Representative,3,Single,2966,Upto 5k,0,No,18,3,0,5,2,3,4,2,0,0,Sales_Sales Representative
157,26-35,No,Travel_Rarely,Sales,5,3,Other,4,Female,2,1,Sales Representative,3,Single,2966,Upto 5k,0,No,18,3,0,5,2,3,4,2,0,5,Sales_Sales Representative
158,26-35,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,3,1,Laboratory Technician,2,Married,3468,Upto 5k,9,No,12,3,1,6,3,3,2,2,2,2,Research & Development_Laboratory Technician
159,26-35,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,2341,Upto 5k,1,No,13,3,1,1,6,3,1,0,0,0,Research & Development_Laboratory Technician
160,26-35,No,Travel_Frequently,Sales,8,3,Life Sciences,4,Male,3,3,Sales Executive,3,Single,8726,5k-10k,1,No,15,3,0,9,0,3,9,8,1,7,Sales_Sales Executive
161,26-35,No,Non-Travel,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,2,Divorced,2024,Upto 5k,6,No,18,3,1,6,1,1,2,2,2,2,Research & Development_Research Scientist
162,26-35,No,Non-Travel,Research & Development,3,3,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,Upto 5k,1,Yes,15,3,1,1,2,2,1,1,0,1,Research & Development_Research Scientist
163,26-35,No,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3058,Upto 5k,0,Yes,16,3,1,6,3,2,5,2,1,1,Research & Development_Research Scientist
164,26-35,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,1,Research Scientist,2,Single,2279,Upto 5k,1,No,16,3,0,7,2,2,7,7,0,3,Research & Development_Research Scientist
165,26-35,No,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,2,2,Manufacturing Director,1,Married,4298,Upto 5k,5,No,19,3,1,6,1,3,2,2,2,0,Research & Development_Manufacturing Director
166,26-35,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,9981,5k-10k,1,No,14,3,0,7,2,3,7,7,0,7,Sales_Sales Executive
167,26-35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,3,Female,3,1,Research Scientist,2,Single,2478,Upto 5k,1,Yes,12,3,0,4,2,2,4,3,1,2,Research & Development_Research Scientist
168,26-35,No,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,3,2,Sales Executive,3,Single,4478,Upto 5k,1,Yes,11,3,0,5,3,3,5,4,0,4,Sales_Sales Executive
169,26-35,No,Non-Travel,Sales,1,1,Marketing,3,Male,3,2,Sales Executive,2,Married,6349,5k-10k,0,Yes,13,3,1,6,0,3,5,4,1,4,Sales_Sales Executive
170,26-35,No,Travel_Rarely,Sales,8,4,Marketing,2,Female,3,2,Sales Executive,2,Married,6214,5k-10k,1,No,18,3,1,8,3,3,8,7,0,7,Sales_Sales Executive
171,26-35,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Divorced,3816,Upto 5k,1,No,11,3,1,5,2,3,5,2,0,4,Research & Development_Laboratory Technician
172,26-35,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,2,1,Research Scientist,3,Divorced,2187,Upto 5k,0,No,12,3,2,6,5,2,5,3,0,3,Research & Development_Research Scientist
173,26-35,Yes,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,3041,Upto 5k,0,No,11,3,1,5,3,3,4,3,0,2,Sales_Sales Representative
174,26-35,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,1,Research Scientist,4,Single,2045,Upto 5k,0,No,13,3,0,5,0,3,4,2,1,1,Research & Development_Research Scientist
175,26-35,No,Travel_Frequently,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,4647,Upto 5k,1,Yes,20,4,2,6,3,3,6,5,0,4,Sales_Sales Executive
176,26-35,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,7412,5k-10k,1,No,11,3,0,9,3,3,9,7,0,7,Research & Development_Manufacturing Director
177,26-35,No,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,3,3,Manufacturing Director,1,Divorced,8793,5k-10k,1,No,21,4,2,9,4,2,9,7,1,7,Research & Development_Manufacturing Director
178,26-35,No,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,2,Healthcare Representative,1,Single,6811,5k-10k,8,No,19,3,0,9,2,1,7,6,0,7,Research & Development_Healthcare Representative
179,26-35,No,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,Married,4342,Upto 5k,0,No,19,3,1,5,3,3,4,2,1,1,Sales_Sales Executive
180,26-35,No,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,2,3,Research Director,4,Divorced,12808,10k-15k,1,Yes,16,3,1,9,3,3,9,8,0,8,Research & Development_Research Director
181,26-35,No,Non-Travel,Research & Development,3,3,Medical,4,Male,3,1,Research Scientist,4,Married,1706,Upto 5k,1,No,11,3,3,0,6,2,0,0,0,0,Research & Development_Research Scientist
182,26-35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,3,1,Research Scientist,3,Single,2318,Upto 5k,1,No,19,3,0,1,2,3,1,1,0,0,Research & Development_Research Scientist
183,26-35,No,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Female,3,1,Laboratory Technician,2,Married,2811,Upto 5k,9,No,14,3,1,4,2,3,2,2,2,2,Research & Development_Laboratory Technician
184,26-35,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,Married,4227,Upto 5k,0,No,18,3,1,4,2,3,3,2,2,2,Research & Development_Manufacturing Director
185,26-35,No,Non-Travel,Research & Development,8,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,4621,Upto 5k,1,No,19,3,3,3,4,3,3,2,1,2,Research & Development_Laboratory Technician
186,26-35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,1,Research Scientist,3,Married,2539,Upto 5k,1,No,13,3,1,4,0,3,4,2,2,2,Research & Development_Research Scientist
187,26-35,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2235,Upto 5k,1,Yes,14,3,2,9,3,2,9,7,6,8,Research & Development_Research Scientist
188,26-35,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2517,Upto 5k,1,No,11,3,3,5,2,3,5,3,0,3,Research & Development_Research Scientist
189,26-35,No,Travel_Rarely,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,Married,2534,Upto 5k,8,No,14,3,1,5,4,3,1,0,0,0,Sales_Sales Representative
190,26-35,No,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,5071,5k-10k,3,No,20,4,0,8,3,3,6,2,0,0,Sales_Sales Executive
191,26-35,No,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,2,Sales Executive,4,Married,5769,5k-10k,1,Yes,11,3,0,6,3,3,6,2,4,4,Sales_Sales Executive
192,26-35,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,3,1,Research Scientist,3,Single,2394,Upto 5k,1,Yes,13,3,0,8,2,3,8,2,7,7,Research & Development_Research Scientist
193,26-35,No,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,3,1,Laboratory Technician,1,Married,2099,Upto 5k,0,No,14,3,0,6,3,4,5,0,1,4,Research & Development_Laboratory Technician
194,26-35,No,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,1,Laboratory Technician,1,Divorced,4066,Upto 5k,1,No,11,3,2,7,3,3,7,7,0,7,Research & Development_Laboratory Technician
195,26-35,No,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,1,Research Scientist,3,Married,3517,Upto 5k,7,No,17,3,0,5,0,3,3,2,0,2,Research & Development_Research Scientist
196,26-35,No,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,1,Research Scientist,4,Single,2580,Upto 5k,2,No,13,3,0,6,0,2,4,2,1,2,Research & Development_Research Scientist
197,26-35,No,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,1,Research Scientist,4,Single,3445,Upto 5k,1,No,11,3,0,6,5,2,6,2,1,4,Research & Development_Research Scientist
198,26-35,No,Travel_Frequently,Research & Development,5,2,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,2379,Upto 5k,0,Yes,14,3,0,6,3,2,5,4,0,2,Research & Development_Laboratory Technician
199,26-35,No,Travel_Rarely,Sales,23,1,Medical,2,Female,2,2,Sales Representative,3,Married,3540,Upto 5k,1,No,21,4,1,9,5,3,9,8,5,8,Sales_Sales Representative
200,26-35,No,Travel_Frequently,Research & Development,15,3,Life Sciences,4,Female,2,1,Research Scientist,1,Married,4774,Upto 5k,0,No,19,3,1,8,2,2,7,6,7,3,Research & Development_Research Scientist
201,26-35,No,Travel_Rarely,Sales,2,2,Medical,1,Female,4,2,Sales Executive,3,Single,6500,5k-10k,0,No,14,3,0,9,5,2,8,7,0,7,Sales_Sales Executive
202,26-35,No,Travel_Frequently,Research & Development,2,4,Technical Degree,2,Male,3,1,Research Scientist,2,Married,2226,Upto 5k,1,No,11,3,1,6,3,2,5,3,1,2,Research & Development_Research Scientist
203,26-35,Yes,Travel_Frequently,Human Resources,22,3,Human Resources,1,Female,2,1,Human Resources,2,Married,2863,Upto 5k,1,No,12,3,0,1,2,3,1,0,0,0,Human Resources_Human Resources
204,26-35,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,2,Sales Executive,4,Single,4105,Upto 5k,1,No,14,3,0,7,5,3,7,7,0,7,Sales_Sales Executive
205,26-35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Male,4,2,Manufacturing Director,2,Married,6142,5k-10k,1,Yes,20,4,1,6,0,3,6,2,0,3,Research & Development_Manufacturing Director
206,26-35,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,2028,Upto 5k,5,Yes,14,3,0,6,4,3,4,2,0,3,Research & Development_Laboratory Technician
207,26-35,Yes,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,1,Laboratory Technician,3,Single,3441,Upto 5k,1,Yes,13,3,0,2,3,2,2,2,2,2,Research & Development_Laboratory Technician
208,26-35,No,Non-Travel,Sales,4,3,Medical,2,Male,3,2,Sales Executive,3,Married,4221,Upto 5k,1,No,15,3,0,5,3,4,5,4,0,4,Sales_Sales Executive
209,26-35,No,Travel_Rarely,Research & Development,21,3,Medical,3,Male,3,1,Research Scientist,4,Married,2713,Upto 5k,1,No,11,3,1,5,2,1,5,2,0,2,Research & Development_Research Scientist
210,26-35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3485,Upto 5k,2,No,11,3,0,5,5,1,0,0,0,0,Research & Development_Laboratory Technician
211,26-35,No,Travel_Rarely,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,4,Married,2070,Upto 5k,1,No,23,4,1,5,3,2,5,2,0,4,Research & Development_Research Scientist
212,26-35,No,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Female,3,1,Research Scientist,4,Single,3310,Upto 5k,1,No,21,4,0,5,3,3,5,3,0,2,Research & Development_Research Scientist
213,26-35,No,Travel_Rarely,Research & Development,16,2,Medical,2,Male,4,2,Healthcare Representative,1,Single,5661,5k-10k,0,No,19,3,0,9,2,3,8,3,0,7,Research & Development_Healthcare Representative
214,26-35,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,1,Research Scientist,4,Married,3464,Upto 5k,5,Yes,13,3,0,5,4,2,3,2,2,2,Research & Development_Research Scientist
215,26-35,No,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,5253,5k-10k,1,No,16,3,0,7,1,3,7,5,0,7,Sales_Sales Executive
216,26-35,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,1,Research Scientist,2,Single,2216,Upto 5k,7,Yes,13,3,0,10,4,3,7,7,3,7,Research & Development_Research Scientist
217,26-35,Yes,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,1,Research Scientist,3,Single,4382,Upto 5k,6,No,17,3,0,5,3,2,2,2,2,1,Research & Development_Research Scientist
218,26-35,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,3,2,Sales Executive,2,Married,4779,Upto 5k,1,Yes,20,4,0,8,2,3,8,7,7,5,Sales_Sales Executive
219,26-35,No,Travel_Rarely,Human Resources,8,2,Medical,2,Male,2,1,Human Resources,4,Divorced,4936,Upto 5k,1,No,13,3,1,6,6,3,5,1,0,4,Human Resources_Human Resources
220,26-35,No,Travel_Rarely,Sales,5,4,Medical,1,Male,3,2,Sales Executive,4,Single,4908,Upto 5k,1,No,14,3,0,4,3,3,4,2,0,2,Sales_Sales Executive
221,26-35,No,Travel_Rarely,Research & Development,9,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2377,Upto 5k,5,No,18,3,1,6,2,3,2,2,2,2,Research & Development_Research Scientist
222,26-35,No,Travel_Rarely,Sales,10,1,Medical,4,Male,3,1,Sales Representative,2,Married,1052,Upto 5k,1,No,22,4,0,1,5,3,1,0,0,0,Sales_Sales Representative
223,26-35,Yes,Non-Travel,Research & Development,24,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,8722,5k-10k,1,No,12,3,0,10,2,2,10,7,1,9,Research & Development_Healthcare Representative
224,26-35,No,Travel_Rarely,Research & Development,10,3,Other,3,Female,3,2,Research Scientist,3,Single,3660,Upto 5k,3,No,13,3,0,10,4,4,8,7,1,7,Research & Development_Research Scientist
225,26-35,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,2207,Upto 5k,1,No,16,3,1,4,5,2,4,2,2,2,Research & Development_Laboratory Technician
226,26-35,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,2596,Upto 5k,1,No,15,3,2,1,2,3,1,0,0,0,Research & Development_Laboratory Technician
227,26-35,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,7655,5k-10k,0,No,17,3,3,10,3,2,9,7,1,7,Research & Development_Manufacturing Director
228,26-35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,1,Research Scientist,2,Married,3201,Upto 5k,0,No,17,3,0,6,2,1,5,3,0,4,Research & Development_Research Scientist
229,26-35,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,Upto 5k,1,Yes,14,3,1,3,2,3,3,1,0,2,Research & Development_Research Scientist
230,26-35,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2515,Upto 5k,1,Yes,11,3,0,1,4,2,1,1,0,0,Research & Development_Laboratory Technician
231,26-35,No,Travel_Rarely,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,Upto 5k,1,No,12,3,3,6,2,3,6,5,3,3,Research & Development_Laboratory Technician
232,26-35,No,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,Upto 5k,0,Yes,11,3,0,5,2,2,4,2,0,2,Research & Development_Laboratory Technician
233,26-35,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,3867,Upto 5k,1,Yes,12,3,1,2,2,3,2,2,2,2,Research & Development_Laboratory Technician
234,26-35,No,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,Upto 5k,2,No,11,3,0,5,2,2,3,2,1,2,Research & Development_Research Scientist
235,26-35,No,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,6674,5k-10k,0,No,11,3,3,10,6,3,9,8,7,5,Research & Development_Laboratory Technician
236,26-35,No,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,4724,Upto 5k,1,No,11,3,1,5,0,3,5,3,0,4,Sales_Sales Executive
237,26-35,No,Travel_Rarely,Sales,5,3,Medical,4,Male,3,2,Sales Executive,1,Single,8463,5k-10k,0,No,18,3,0,6,4,3,5,4,1,3,Sales_Sales Executive
238,26-35,Yes,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,3,1,Sales Representative,3,Married,2909,Upto 5k,3,No,15,3,1,5,3,4,3,2,1,2,Sales_Sales Representative
239,26-35,Yes,Travel_Frequently,Research & Development,2,2,Medical,3,Male,2,1,Laboratory Technician,1,Single,2561,Upto 5k,7,No,11,3,0,8,2,2,0,0,0,0,Research & Development_Laboratory Technician
240,26-35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,1563,Upto 5k,1,No,14,3,1,1,2,1,1,0,0,0,Research & Development_Research Scientist
241,26-35,No,Travel_Frequently,Sales,7,3,Life Sciences,3,Male,3,2,Sales Executive,1,Single,4898,Upto 5k,0,No,14,3,0,5,5,3,4,2,1,3,Sales_Sales Executive
242,26-35,No,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Male,1,2,Manufacturing Director,2,Married,6549,5k-10k,1,No,14,3,2,8,2,2,8,6,1,7,Research & Development_Manufacturing Director
243,26-35,Yes,Travel_Rarely,Research & Development,24,3,Medical,3,Male,3,1,Laboratory Technician,2,Married,2408,Upto 5k,1,Yes,17,3,3,1,3,3,1,1,0,0,Research & Development_Laboratory Technician
244,26-35,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,1,2,Manufacturing Director,1,Divorced,4877,Upto 5k,0,No,21,4,1,6,5,2,5,3,0,0,Research & Development_Manufacturing Director
245,26-35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2044,Upto 5k,1,No,11,3,1,5,6,4,5,3,0,3,Research & Development_Research Scientist
246,26-35,No,Travel_Rarely,Research & Development,1,3,Medical,3,Female,3,1,Research Scientist,1,Married,3591,Upto 5k,1,No,25,4,1,3,3,3,3,2,1,2,Research & Development_Research Scientist
247,26-35,No,Non-Travel,Human Resources,1,2,Life Sciences,3,Male,3,1,Human Resources,4,Divorced,2706,Upto 5k,1,No,15,3,1,3,2,3,3,2,2,2,Human Resources_Human Resources
248,26-35,No,Travel_Rarely,Sales,3,3,Medical,2,Female,3,1,Sales Representative,2,Married,2856,Upto 5k,1,No,19,3,1,1,3,3,1,0,0,0,Sales_Sales Representative
249,26-35,No,Travel_Frequently,Sales,1,2,Life Sciences,3,Male,2,2,Sales Executive,4,Married,6834,5k-10k,1,Yes,12,3,1,7,2,3,7,7,0,7,Sales_Sales Executive
250,26-35,Yes,Travel_Rarely,Sales,13,2,Marketing,4,Female,3,2,Sales Executive,3,Single,9854,5k-10k,3,Yes,11,3,0,6,0,3,2,0,2,2,Sales_Sales Executive
